timestamp,sensor_id,machine_id,temp_C,pressure_psi,vibration_Hz,battery_pct,status
2025-04-30T14:32:30.000-04:00,S83,M12,55.73,200.35,65.51,69,ALERT
2025-04-30T14:32:40.000-04:00,S60,M8,69.63,157.78,85.03,81,ALERT
2025-04-30T14:36:40.000-04:00,S63,M10,93.29,186.89,54.51,51,ALERT
2025-04-30T14:37:40.000-04:00,S14,M18,89.79,179.92,51.14,53,ALERT
2025-04-30T14:37:50.000-04:00,S59,M10,72.75,163.2,83.69,81,ALERT
2025-04-30T14:39:30.000-04:00,S71,M7,91.46,166.08,41.91,30,ALERT
2025-04-30T14:41:30.000-04:00,S45,M12,68.64,156.02,80.76,86,ALERT
2025-04-30T14:41:40.000-04:00,S11,M13,86.64,129.11,44.31,36,ALERT
2025-04-30T14:43:50.000-04:00,S67,M6,94.92,162.27,7.18,83,ALERT
2025-04-30T14:45:50.000-04:00,S38,M12,87.28,154.42,65.55,37,ALERT
2025-04-30T14:46:00.000-04:00,S76,M16,69.55,139.79,81.34,51,ALERT
2025-04-30T14:49:20.000-04:00,S25,M4,89.01,136.22,63.8,82,ALERT
2025-04-30T14:50:20.000-04:00,S36,M4,85.83,137.86,52.53,46,ALERT
2025-04-30T14:51:40.000-04:00,S17,M13,86.32,133.68,50.15,81,ALERT
2025-04-30T14:51:50.000-04:00,S18,M19,90.21,175.36,47.94,60,ALERT
2025-04-30T14:53:00.000-04:00,S11,M5,85.09,149.49,46.5,60,ALERT
2025-04-30T14:57:20.000-04:00,S2,M10,99.32,152.39,75.55,77,ALERT
2025-04-30T14:59:10.000-04:00,S93,M16,86.58,156.0,45.64,64,ALERT
2025-04-30T14:59:20.000-04:00,S95,M8,76.57,120.05,95.32,63,ALERT
2025-04-30T15:02:30.000-04:00,S90,M13,75.73,139.2,80.3,75,ALERT
2025-04-30T15:03:20.000-04:00,S68,M0,88.18,158.84,43.59,94,ALERT
2025-04-30T15:03:30.000-04:00,S56,M9,62.49,117.68,80.9,36,ALERT
2025-04-30T15:04:20.000-04:00,S30,M17,86.39,177.06,50.77,37,ALERT
2025-04-30T15:04:30.000-04:00,S98,M19,88.24,166.43,25.12,71,ALERT
2025-04-30T15:05:40.000-04:00,S33,M6,86.56,129.99,50.85,47,ALERT
2025-04-30T15:05:50.000-04:00,S99,M18,89.01,162.66,74.37,40,ALERT
2025-04-30T15:08:30.000-04:00,S55,M6,86.22,166.87,36.08,49,ALERT
2025-04-30T15:09:10.000-04:00,S44,M16,52.95,139.97,80.88,81,ALERT
2025-04-30T15:11:00.000-04:00,S46,M3,66.93,150.09,83.87,36,ALERT
2025-04-30T15:11:20.000-04:00,S36,M9,88.82,131.41,22.15,66,ALERT
2025-04-30T15:14:30.000-04:00,S81,M12,92.28,174.31,59.35,31,ALERT
2025-04-30T15:14:40.000-04:00,S41,M3,89.25,153.99,40.02,39,ALERT
2025-04-30T15:19:00.000-04:00,S58,M13,86.23,135.9,52.16,73,ALERT
