timestamp,sensor_id,machine_id,temp_C,pressure_psi,vibration_Hz,battery_pct,status
2025-04-15T00:00:10.000-04:00,S74,M11,87.09,154.15,57.36,97,ALERT
2025-04-15T00:02:50.000-04:00,S32,M11,92.71,129.52,27.0,63,ALERT
2025-04-15T00:07:00.000-04:00,S10,M8,94.05,154.48,82.21,45,ALERT
2025-04-15T00:07:10.000-04:00,S4,M9,99.35,148.83,81.9,99,ALERT
2025-04-15T00:07:40.000-04:00,S4,M7,85.31,153.32,58.31,61,ALERT
2025-04-15T00:07:50.000-04:00,S17,M15,87.35,118.37,15.5,74,ALERT
2025-04-15T00:08:10.000-04:00,S37,M10,85.58,139.27,34.6,72,ALERT
2025-04-15T00:09:10.000-04:00,S15,M18,88.13,172.79,57.92,70,ALERT
2025-04-15T00:09:40.000-04:00,S24,M11,87.86,149.87,45.85,63,ALERT
2025-04-15T00:10:20.000-04:00,S18,M7,85.51,168.37,79.64,63,ALERT
2025-04-15T00:12:00.000-04:00,S68,M11,85.05,159.35,58.37,55,ALERT
2025-04-15T00:12:40.000-04:00,S54,M10,78.8,167.22,94.04,42,ALERT
2025-04-15T00:13:20.000-04:00,S32,M2,92.15,143.19,42.04,46,ALERT
2025-04-15T00:13:50.000-04:00,S3,M4,81.7,125.19,86.96,41,ALERT
2025-04-15T00:16:10.000-04:00,S25,M13,86.05,128.41,33.61,98,ALERT
2025-04-15T00:16:40.000-04:00,S95,M13,87.91,159.29,28.78,51,ALERT
2025-04-15T00:17:20.000-04:00,S94,M6,93.65,149.44,31.97,35,ALERT
2025-04-15T00:17:50.000-04:00,S39,M6,57.19,178.99,87.36,87,ALERT
2025-04-15T00:19:30.000-04:00,S11,M16,88.92,117.53,25.99,59,ALERT
2025-04-15T00:20:00.000-04:00,S99,M7,95.54,147.33,70.34,85,ALERT
2025-04-15T00:22:00.000-04:00,S41,M7,92.71,125.11,48.75,43,ALERT
2025-04-15T00:22:10.000-04:00,S24,M2,91.66,135.95,54.06,55,ALERT
2025-04-15T00:22:50.000-04:00,S16,M16,93.16,162.76,43.93,72,ALERT
2025-04-15T00:23:00.000-04:00,S81,M5,51.27,170.38,82.57,66,ALERT
2025-04-15T00:30:40.000-04:00,S58,M8,86.64,147.13,42.07,81,ALERT
2025-04-15T00:31:10.000-04:00,S81,M1,91.5,114.02,56.9,73,ALERT
2025-04-15T00:32:50.000-04:00,S76,M1,86.18,106.73,62.14,91,ALERT
2025-04-15T00:33:20.000-04:00,S82,M12,87.43,123.72,61.47,87,ALERT
2025-04-15T00:33:40.000-04:00,S47,M10,70.66,152.88,85.13,84,ALERT
2025-04-15T00:33:50.000-04:00,S69,M3,88.18,136.95,61.98,55,ALERT
2025-04-15T00:35:20.000-04:00,S38,M8,54.27,132.98,80.34,65,ALERT
2025-04-15T00:35:30.000-04:00,S71,M19,88.85,206.17,45.75,62,ALERT
2025-04-15T00:36:30.000-04:00,S20,M6,53.14,170.16,85.51,53,ALERT
2025-04-15T00:39:00.000-04:00,S50,M14,87.8,151.37,32.85,47,ALERT
2025-04-15T00:42:30.000-04:00,S56,M11,72.8,134.54,89.26,44,ALERT
2025-04-15T00:44:40.000-04:00,S94,M10,86.74,174.37,39.39,33,ALERT
2025-04-15T00:46:10.000-04:00,S5,M12,85.98,137.32,62.51,87,ALERT
2025-04-15T00:46:40.000-04:00,S9,M9,69.91,211.5,51.89,34,ALERT
2025-04-15T00:47:40.000-04:00,S15,M5,86.01,137.66,61.1,62,ALERT
2025-04-15T00:50:20.000-04:00,S24,M2,85.03,206.28,61.4,39,ALERT
2025-04-15T00:53:30.000-04:00,S87,M5,85.52,116.35,37.61,73,ALERT
2025-04-15T00:53:40.000-04:00,S47,M3,86.25,137.16,55.3,36,ALERT
2025-04-15T00:54:30.000-04:00,S56,M14,89.31,124.98,75.57,94,ALERT
2025-04-15T00:56:50.000-04:00,S12,M4,87.44,141.18,45.73,43,ALERT
2025-04-15T00:59:50.000-04:00,S51,M14,89.19,115.65,43.18,71,ALERT
2025-04-15T01:01:50.000-04:00,S80,M5,91.68,169.8,40.58,78,ALERT
2025-04-15T01:02:20.000-04:00,S11,M3,92.04,141.69,47.33,90,ALERT
2025-04-15T01:03:10.000-04:00,S38,M15,86.46,166.15,44.83,73,ALERT
2025-04-15T01:03:20.000-04:00,S7,M6,84.42,197.88,82.86,57,ALERT
2025-04-15T01:03:40.000-04:00,S35,M12,94.46,179.16,49.12,61,ALERT
2025-04-15T01:06:40.000-04:00,S50,M18,85.47,139.14,28.36,72,ALERT
2025-04-15T01:08:20.000-04:00,S34,M2,87.85,145.11,52.62,85,ALERT
2025-04-15T01:09:10.000-04:00,S89,M0,85.13,145.25,27.58,80,ALERT
2025-04-15T01:12:40.000-04:00,S18,M10,87.86,176.76,63.09,52,ALERT
2025-04-15T01:16:40.000-04:00,S20,M9,89.38,150.03,68.36,57,ALERT
2025-04-15T01:19:10.000-04:00,S4,M19,87.62,146.53,54.93,66,ALERT
2025-04-15T01:20:40.000-04:00,S3,M8,70.45,167.1,80.24,30,ALERT
2025-04-15T01:20:50.000-04:00,S62,M17,94.08,128.63,58.06,62,ALERT
2025-04-15T01:24:20.000-04:00,S46,M7,90.46,154.13,82.2,51,ALERT
2025-04-15T01:25:40.000-04:00,S3,M6,54.86,154.86,89.36,85,ALERT
2025-04-15T01:26:00.000-04:00,S92,M13,90.93,141.42,32.78,73,ALERT
2025-04-15T01:26:30.000-04:00,S62,M3,85.91,187.29,59.83,83,ALERT
2025-04-15T01:28:40.000-04:00,S29,M10,87.09,123.99,29.36,69,ALERT
2025-04-15T01:31:20.000-04:00,S18,M18,91.1,149.43,53.4,42,ALERT
2025-04-15T01:36:30.000-04:00,S48,M18,87.29,135.8,53.43,94,ALERT
2025-04-15T01:39:50.000-04:00,S14,M12,90.71,143.31,60.51,70,ALERT
2025-04-15T01:40:10.000-04:00,S43,M6,85.01,160.23,63.94,36,ALERT
2025-04-15T01:40:50.000-04:00,S78,M16,85.47,132.2,40.91,96,ALERT
2025-04-15T01:45:40.000-04:00,S80,M18,86.3,137.6,37.91,34,ALERT
2025-04-15T01:45:50.000-04:00,S77,M11,87.97,182.24,39.14,100,ALERT
2025-04-15T01:51:10.000-04:00,S21,M12,58.01,152.53,80.77,84,ALERT
2025-04-15T01:53:30.000-04:00,S56,M2,94.55,147.41,37.87,69,ALERT
2025-04-15T01:57:30.000-04:00,S98,M8,92.22,170.25,65.02,64,ALERT
2025-04-15T02:01:00.000-04:00,S12,M3,67.35,166.12,82.18,55,ALERT
2025-04-15T02:04:30.000-04:00,S28,M6,88.47,158.21,36.87,59,ALERT
2025-04-15T02:04:40.000-04:00,S60,M13,67.21,130.72,83.58,83,ALERT
2025-04-15T02:08:20.000-04:00,S99,M19,84.24,201.67,40.66,47,ALERT
2025-04-15T02:08:40.000-04:00,S89,M0,93.57,151.95,15.44,77,ALERT
2025-04-15T02:10:10.000-04:00,S51,M9,101.19,162.6,10.83,78,ALERT
2025-04-15T02:16:00.000-04:00,S76,M4,85.96,139.49,51.67,66,ALERT
2025-04-15T02:20:00.000-04:00,S93,M14,91.6,162.55,57.19,85,ALERT
2025-04-15T02:20:10.000-04:00,S26,M19,85.88,123.5,54.05,37,ALERT
2025-04-15T02:22:30.000-04:00,S0,M1,56.34,197.67,85.11,60,ALERT
2025-04-15T02:23:50.000-04:00,S33,M2,98.19,147.56,54.74,36,ALERT
2025-04-15T02:24:00.000-04:00,S45,M14,92.76,115.24,24.34,51,ALERT
2025-04-15T02:24:30.000-04:00,S90,M6,87.98,134.75,46.31,48,ALERT
2025-04-15T02:31:40.000-04:00,S10,M10,49.1,153.12,84.85,49,ALERT
2025-04-15T02:33:20.000-04:00,S79,M5,87.27,154.05,43.8,61,ALERT
2025-04-15T02:34:00.000-04:00,S96,M4,93.44,120.48,50.64,80,ALERT
2025-04-15T02:34:40.000-04:00,S52,M3,71.71,133.41,86.13,75,ALERT
2025-04-15T02:35:30.000-04:00,S49,M16,88.8,175.77,58.36,71,ALERT
2025-04-15T02:36:10.000-04:00,S15,M18,87.38,138.56,66.4,98,ALERT
2025-04-15T02:39:20.000-04:00,S62,M9,64.62,201.99,62.55,88,ALERT
2025-04-15T02:39:30.000-04:00,S29,M1,87.16,135.58,38.51,82,ALERT
2025-04-15T02:40:10.000-04:00,S17,M6,72.61,166.29,82.9,32,ALERT
2025-04-15T02:40:20.000-04:00,S36,M16,86.65,147.02,43.31,31,ALERT
2025-04-15T02:40:40.000-04:00,S15,M11,55.99,136.81,81.13,41,ALERT
2025-04-15T02:40:50.000-04:00,S61,M10,82.64,172.82,96.89,30,ALERT
2025-04-15T02:42:20.000-04:00,S31,M5,93.93,169.81,33.91,71,ALERT
2025-04-15T02:43:40.000-04:00,S90,M7,86.73,131.28,20.74,72,ALERT
2025-04-15T02:44:30.000-04:00,S19,M16,89.02,133.75,43.65,64,ALERT
2025-04-15T02:46:10.000-04:00,S51,M7,91.65,153.46,44.69,90,ALERT
2025-04-15T02:47:00.000-04:00,S29,M2,85.31,147.26,51.12,58,ALERT
2025-04-15T02:49:10.000-04:00,S75,M12,85.64,161.11,45.76,80,ALERT
2025-04-15T02:50:20.000-04:00,S0,M1,85.65,162.19,45.06,93,ALERT
2025-04-15T02:50:40.000-04:00,S63,M13,86.19,103.91,54.51,69,ALERT
2025-04-15T02:51:00.000-04:00,S13,M4,66.93,142.03,80.51,63,ALERT
2025-04-15T02:51:20.000-04:00,S8,M19,93.1,156.61,32.45,65,ALERT
2025-04-15T02:51:30.000-04:00,S38,M2,85.58,153.1,50.07,58,ALERT
2025-04-15T02:54:20.000-04:00,S99,M4,62.01,215.9,46.45,46,ALERT
2025-04-15T02:56:20.000-04:00,S65,M12,81.87,144.34,82.83,40,ALERT
2025-04-15T02:57:40.000-04:00,S81,M1,63.39,133.92,86.27,33,ALERT
2025-04-15T02:58:30.000-04:00,S16,M5,61.21,207.16,36.17,84,ALERT
2025-04-15T02:58:40.000-04:00,S6,M6,93.14,140.67,48.01,68,ALERT
2025-04-15T02:59:20.000-04:00,S84,M17,86.28,134.04,41.32,57,ALERT
2025-04-15T02:59:40.000-04:00,S25,M2,86.98,163.42,81.38,89,ALERT
2025-04-15T03:01:50.000-04:00,S88,M19,89.01,139.78,38.73,95,ALERT
2025-04-15T03:08:20.000-04:00,S18,M13,85.38,159.98,35.57,55,ALERT
2025-04-15T03:10:10.000-04:00,S9,M0,86.15,152.99,47.07,92,ALERT
2025-04-15T03:11:20.000-04:00,S68,M4,67.76,122.84,83.32,52,ALERT
2025-04-15T03:12:00.000-04:00,S18,M10,80.65,131.7,82.69,56,ALERT
2025-04-15T03:12:20.000-04:00,S97,M15,67.34,144.34,82.96,89,ALERT
2025-04-15T03:14:40.000-04:00,S93,M19,72.52,118.18,87.95,100,ALERT
2025-04-15T03:17:10.000-04:00,S66,M1,77.56,141.51,81.32,50,ALERT
2025-04-15T03:23:30.000-04:00,S60,M2,86.77,168.46,22.46,100,ALERT
2025-04-15T03:28:10.000-04:00,S79,M14,90.51,156.49,57.55,73,ALERT
2025-04-15T03:29:30.000-04:00,S8,M7,86.28,147.75,57.95,82,ALERT
2025-04-15T03:31:00.000-04:00,S26,M14,73.14,157.06,87.87,65,ALERT
2025-04-15T03:39:10.000-04:00,S40,M12,85.34,136.87,62.48,55,ALERT
2025-04-15T03:39:20.000-04:00,S66,M10,86.77,136.74,75.49,39,ALERT
2025-04-15T03:43:00.000-04:00,S36,M16,89.98,171.3,57.31,99,ALERT
2025-04-15T03:43:10.000-04:00,S56,M5,86.71,144.47,63.04,76,ALERT
2025-04-15T03:43:30.000-04:00,S73,M3,85.31,122.96,22.77,35,ALERT
2025-04-15T03:45:00.000-04:00,S83,M12,86.94,124.69,9.06,97,ALERT
2025-04-15T03:45:10.000-04:00,S4,M0,86.26,150.53,46.34,92,ALERT
2025-04-15T03:45:50.000-04:00,S4,M15,90.11,126.01,46.59,76,ALERT
2025-04-15T03:48:50.000-04:00,S65,M10,75.49,121.53,92.28,84,ALERT
2025-04-15T03:50:10.000-04:00,S80,M3,67.41,206.56,49.41,45,ALERT
2025-04-15T03:52:20.000-04:00,S45,M4,63.32,134.85,98.48,40,ALERT
2025-04-15T03:53:20.000-04:00,S22,M9,87.26,128.25,40.85,71,ALERT
2025-04-15T03:54:50.000-04:00,S19,M7,91.86,152.59,50.82,65,ALERT
2025-04-15T03:55:30.000-04:00,S15,M1,53.93,117.71,84.72,32,ALERT
2025-04-15T03:57:00.000-04:00,S6,M2,87.24,149.42,53.26,54,ALERT
2025-04-15T03:59:20.000-04:00,S69,M2,92.81,165.99,45.11,39,ALERT
2025-04-15T04:01:50.000-04:00,S94,M7,89.38,128.21,57.24,61,ALERT
2025-04-15T04:03:40.000-04:00,S52,M10,87.06,171.75,53.82,32,ALERT
2025-04-15T04:05:00.000-04:00,S18,M18,80.4,158.42,82.6,54,ALERT
2025-04-15T04:06:50.000-04:00,S83,M14,73.63,140.1,84.57,63,ALERT
2025-04-15T04:08:00.000-04:00,S1,M11,62.37,124.98,88.21,77,ALERT
2025-04-15T04:10:30.000-04:00,S93,M11,66.47,144.89,84.36,42,ALERT
2025-04-15T04:11:00.000-04:00,S96,M9,96.48,155.33,34.69,42,ALERT
2025-04-15T04:12:00.000-04:00,S3,M3,91.6,150.16,18.75,42,ALERT
2025-04-15T04:13:00.000-04:00,S75,M0,59.54,126.92,93.67,35,ALERT
2025-04-15T04:14:10.000-04:00,S47,M19,91.75,137.94,31.25,55,ALERT
2025-04-15T04:18:50.000-04:00,S22,M8,73.11,148.07,90.62,47,ALERT
2025-04-15T04:20:30.000-04:00,S39,M14,85.17,113.77,24.31,31,ALERT
