timestamp,sensor_id,machine_id,temp_C,pressure_psi,vibration_Hz,battery_pct,status
2025-08-02T05:29:10.000-04:00,S12,M18,76.87,127.84,90.03,94,ALERT
2025-08-02T05:29:40.000-04:00,S75,M17,90.88,130.19,25.73,52,ALERT
2025-08-02T05:30:30.000-04:00,S40,M4,90.56,118.62,36.3,56,ALERT
2025-08-02T05:31:30.000-04:00,S20,M4,87.28,182.66,32.86,62,ALERT
2025-08-02T05:32:40.000-04:00,S61,M0,85.92,115.61,32.4,68,ALERT
2025-08-02T05:33:50.000-04:00,S19,M15,87.45,116.17,82.37,39,ALERT
2025-08-02T05:34:40.000-04:00,S86,M15,90.02,166.72,43.82,82,ALERT
2025-08-02T05:35:10.000-04:00,S26,M16,89.68,127.43,73.66,90,ALERT
2025-08-02T05:37:40.000-04:00,S37,M2,80.0,135.0,83.33,35,ALERT
2025-08-02T05:39:00.000-04:00,S70,M11,86.4,152.73,90.55,36,ALERT
2025-08-02T05:40:00.000-04:00,S62,M0,85.57,128.61,41.87,47,ALERT
2025-08-02T05:41:40.000-04:00,S66,M15,88.07,159.58,31.43,36,ALERT
2025-08-02T05:46:20.000-04:00,S97,M2,89.56,139.77,39.52,45,ALERT
2025-08-02T05:51:50.000-04:00,S13,M11,89.69,157.46,31.42,71,ALERT
2025-08-02T05:52:00.000-04:00,S11,M3,72.67,113.36,80.9,55,ALERT
2025-08-02T05:54:40.000-04:00,S10,M4,46.86,209.32,34.7,93,ALERT
2025-08-02T05:55:20.000-04:00,S57,M4,95.78,144.86,30.83,40,ALERT
2025-08-02T05:58:00.000-04:00,S95,M9,85.35,96.15,58.15,71,ALERT
2025-08-02T06:00:30.000-04:00,S8,M0,87.19,156.65,60.97,33,ALERT
2025-08-02T06:03:00.000-04:00,S47,M6,92.92,180.78,70.75,100,ALERT
2025-08-02T06:03:20.000-04:00,S67,M14,89.91,149.28,64.04,46,ALERT
2025-08-02T06:03:50.000-04:00,S3,M6,98.52,121.17,61.95,35,ALERT
2025-08-02T06:06:20.000-04:00,S79,M12,66.44,200.06,47.32,99,ALERT
2025-08-02T06:07:10.000-04:00,S83,M5,89.74,138.77,32.5,47,ALERT
2025-08-02T06:07:20.000-04:00,S76,M5,88.54,128.28,54.01,100,ALERT
2025-08-02T06:07:50.000-04:00,S72,M19,85.08,141.03,58.52,94,ALERT
2025-08-02T06:10:10.000-04:00,S31,M1,65.17,139.56,82.48,97,ALERT
2025-08-02T06:13:20.000-04:00,S84,M1,55.05,178.9,81.04,85,ALERT
2025-08-02T06:14:00.000-04:00,S91,M13,90.26,167.2,50.53,100,ALERT
2025-08-02T06:16:20.000-04:00,S25,M19,97.6,171.25,48.16,65,ALERT
2025-08-02T06:16:40.000-04:00,S37,M18,83.88,116.82,84.31,42,ALERT
2025-08-02T06:18:20.000-04:00,S89,M16,85.78,122.9,32.45,70,ALERT
2025-08-02T06:20:10.000-04:00,S85,M4,95.06,142.48,49.0,91,ALERT
2025-08-02T06:20:20.000-04:00,S54,M19,95.58,144.94,70.91,79,ALERT
2025-08-02T06:23:10.000-04:00,S36,M8,88.24,123.48,60.8,70,ALERT
2025-08-02T06:25:10.000-04:00,S79,M11,90.59,185.48,17.06,30,ALERT
2025-08-02T06:29:20.000-04:00,S33,M3,87.38,150.4,67.91,79,ALERT
2025-08-02T06:31:00.000-04:00,S73,M12,89.26,160.29,48.1,100,ALERT
2025-08-02T06:32:40.000-04:00,S30,M10,73.73,171.08,89.82,56,ALERT
2025-08-02T06:33:20.000-04:00,S29,M3,87.32,167.6,62.22,66,ALERT
2025-08-02T06:34:40.000-04:00,S28,M2,86.48,112.67,46.0,89,ALERT
2025-08-02T06:35:30.000-04:00,S68,M6,86.74,130.0,42.17,94,ALERT
2025-08-02T06:37:40.000-04:00,S2,M11,87.29,102.92,53.66,43,ALERT
2025-08-02T06:42:50.000-04:00,S81,M18,74.13,144.99,85.38,44,ALERT
2025-08-02T06:43:50.000-04:00,S3,M4,86.73,145.16,56.34,100,ALERT
2025-08-02T06:44:50.000-04:00,S26,M18,86.99,160.64,67.79,71,ALERT
2025-08-02T06:45:50.000-04:00,S61,M7,81.7,158.6,86.0,52,ALERT
2025-08-02T06:46:30.000-04:00,S43,M18,85.32,125.88,22.31,69,ALERT
2025-08-02T06:50:30.000-04:00,S0,M15,88.51,141.86,62.42,33,ALERT
2025-08-02T06:51:20.000-04:00,S79,M17,89.67,127.18,57.55,58,ALERT
2025-08-02T06:53:30.000-04:00,S17,M16,86.19,129.38,51.82,78,ALERT
2025-08-02T06:59:50.000-04:00,S9,M17,85.25,138.81,63.81,35,ALERT
2025-08-02T07:01:30.000-04:00,S4,M1,88.04,137.4,75.1,75,ALERT
2025-08-02T07:02:00.000-04:00,S39,M5,70.24,139.99,83.47,54,ALERT
2025-08-02T07:03:10.000-04:00,S92,M3,71.18,139.12,83.57,87,ALERT
2025-08-02T07:08:10.000-04:00,S8,M14,85.44,174.27,34.17,56,ALERT
2025-08-02T07:10:00.000-04:00,S62,M5,87.4,134.07,65.47,36,ALERT
2025-08-02T07:10:30.000-04:00,S64,M7,71.47,151.48,84.67,77,ALERT
2025-08-02T07:10:50.000-04:00,S19,M14,66.48,213.41,58.75,63,ALERT
2025-08-02T07:13:00.000-04:00,S98,M15,90.44,139.78,68.44,96,ALERT
2025-08-02T07:15:50.000-04:00,S9,M14,85.2,136.23,65.34,44,ALERT
2025-08-02T07:17:50.000-04:00,S31,M19,92.8,143.91,53.34,84,ALERT
2025-08-02T07:19:00.000-04:00,S70,M16,85.42,154.24,45.46,74,ALERT
2025-08-02T07:19:50.000-04:00,S25,M10,94.25,143.34,39.32,38,ALERT
2025-08-02T07:20:10.000-04:00,S60,M6,86.4,135.66,79.1,37,ALERT
2025-08-02T07:21:40.000-04:00,S30,M16,62.5,174.29,85.46,64,ALERT
2025-08-02T07:23:50.000-04:00,S54,M9,89.28,142.31,60.81,32,ALERT
2025-08-02T07:25:40.000-04:00,S78,M11,89.02,145.41,41.66,65,ALERT
2025-08-02T07:27:10.000-04:00,S70,M12,92.52,163.17,31.68,75,ALERT
2025-08-02T07:31:00.000-04:00,S47,M8,87.47,149.99,58.43,35,ALERT
2025-08-02T07:33:00.000-04:00,S17,M7,40.08,140.73,93.66,39,ALERT
2025-08-02T07:33:20.000-04:00,S75,M8,98.24,155.43,41.19,72,ALERT
2025-08-02T07:35:50.000-04:00,S7,M18,88.08,137.21,41.29,30,ALERT
2025-08-02T07:36:20.000-04:00,S6,M17,77.44,189.56,81.82,49,ALERT
2025-08-02T07:39:20.000-04:00,S73,M12,69.35,162.47,87.16,89,ALERT
2025-08-02T07:41:30.000-04:00,S52,M13,73.0,133.1,81.05,59,ALERT
2025-08-02T07:41:50.000-04:00,S76,M16,93.08,134.44,58.74,38,ALERT
2025-08-02T07:43:00.000-04:00,S28,M6,86.08,148.82,62.03,46,ALERT
2025-08-02T07:43:10.000-04:00,S13,M4,87.54,117.95,45.98,76,ALERT
2025-08-02T07:44:00.000-04:00,S80,M8,60.07,148.96,80.81,57,ALERT
2025-08-02T07:45:00.000-04:00,S79,M16,92.58,153.82,64.85,89,ALERT
2025-08-02T07:46:00.000-04:00,S58,M12,92.95,136.39,70.05,100,ALERT
2025-08-02T07:48:30.000-04:00,S6,M19,91.31,186.27,64.87,32,ALERT
2025-08-02T07:49:30.000-04:00,S40,M5,73.92,144.88,91.73,95,ALERT
2025-08-02T07:53:20.000-04:00,S96,M0,93.32,152.37,14.72,50,ALERT
2025-08-02T07:56:40.000-04:00,S89,M10,59.55,214.41,62.42,76,ALERT
2025-08-02T07:57:00.000-04:00,S1,M9,86.14,153.44,43.66,57,ALERT
2025-08-02T08:04:00.000-04:00,S13,M2,91.03,142.44,62.57,93,ALERT
2025-08-02T08:06:30.000-04:00,S53,M12,85.67,120.79,49.58,56,ALERT
2025-08-02T08:13:30.000-04:00,S71,M10,88.14,151.76,42.58,73,ALERT
2025-08-02T08:15:40.000-04:00,S21,M0,66.87,165.55,82.19,97,ALERT
2025-08-02T08:18:00.000-04:00,S61,M10,75.85,131.95,82.44,79,ALERT
2025-08-02T08:19:50.000-04:00,S2,M5,95.69,126.77,63.69,32,ALERT
2025-08-02T08:20:30.000-04:00,S20,M3,74.44,161.14,109.93,55,ALERT
2025-08-02T08:21:00.000-04:00,S92,M16,90.8,151.55,53.62,91,ALERT
2025-08-02T08:21:10.000-04:00,S89,M8,55.67,124.55,81.73,82,ALERT
2025-08-02T08:21:40.000-04:00,S82,M19,87.31,144.19,43.32,64,ALERT
2025-08-02T08:23:10.000-04:00,S17,M12,85.15,155.59,64.27,39,ALERT
2025-08-02T08:23:30.000-04:00,S47,M5,89.26,131.34,18.72,93,ALERT
2025-08-02T08:24:10.000-04:00,S54,M19,77.99,201.29,49.89,57,ALERT
2025-08-02T08:26:40.000-04:00,S56,M2,87.04,144.24,42.93,44,ALERT
2025-08-02T08:29:50.000-04:00,S56,M12,94.74,150.19,24.55,98,ALERT
2025-08-02T08:31:00.000-04:00,S75,M15,70.63,136.68,81.88,52,ALERT
2025-08-02T08:31:10.000-04:00,S71,M2,93.37,149.05,39.05,63,ALERT
