timestamp,sensor_id,machine_id,temp_C,pressure_psi,vibration_Hz,battery_pct,status
2025-06-16T10:00:10.000-04:00,S9,M18,70.08,158.84,82.51,78,ALERT
2025-06-16T10:07:20.000-04:00,S60,M0,87.47,161.14,60.33,89,ALERT
2025-06-16T10:07:40.000-04:00,S11,M4,86.33,202.34,42.07,35,ALERT
2025-06-16T10:11:00.000-04:00,S9,M19,89.92,177.13,40.49,81,ALERT
2025-06-16T10:13:50.000-04:00,S88,M7,77.56,170.89,82.25,34,ALERT
2025-06-16T10:14:20.000-04:00,S26,M7,85.8,178.48,13.3,43,ALERT
2025-06-16T10:15:00.000-04:00,S57,M10,89.67,176.65,59.78,33,ALERT
2025-06-16T10:18:20.000-04:00,S42,M9,88.32,156.17,74.44,45,ALERT
2025-06-16T10:19:10.000-04:00,S10,M1,85.07,139.68,31.59,72,ALERT
2025-06-16T10:24:10.000-04:00,S97,M3,77.39,163.93,95.91,90,ALERT
2025-06-16T10:26:20.000-04:00,S75,M15,77.59,189.3,96.54,40,ALERT
2025-06-16T10:27:10.000-04:00,S76,M1,47.42,226.87,59.83,35,ALERT
2025-06-16T10:28:00.000-04:00,S14,M2,82.34,132.96,82.7,61,ALERT
2025-06-16T10:31:00.000-04:00,S80,M0,85.51,106.14,26.35,38,ALERT
2025-06-16T10:37:10.000-04:00,S47,M8,91.37,137.63,76.88,37,ALERT
2025-06-16T10:40:50.000-04:00,S82,M2,89.01,126.19,51.63,42,ALERT
2025-06-16T10:43:30.000-04:00,S95,M9,79.86,151.12,87.93,77,ALERT
2025-06-16T10:46:20.000-04:00,S24,M6,54.49,149.82,89.97,51,ALERT
2025-06-16T10:47:30.000-04:00,S27,M8,90.94,148.06,40.17,77,ALERT
2025-06-16T10:51:20.000-04:00,S78,M17,62.55,203.5,53.24,85,ALERT
2025-06-16T10:53:40.000-04:00,S37,M11,86.71,122.17,50.27,56,ALERT
2025-06-16T10:55:10.000-04:00,S92,M10,94.0,135.92,64.0,43,ALERT
2025-06-16T10:56:20.000-04:00,S30,M7,85.15,162.59,55.41,56,ALERT
2025-06-16T10:57:40.000-04:00,S5,M1,76.59,173.25,89.55,88,ALERT
2025-06-16T11:00:40.000-04:00,S32,M2,88.74,135.41,48.44,31,ALERT
2025-06-16T11:08:40.000-04:00,S65,M1,63.15,157.51,95.45,73,ALERT
2025-06-16T11:09:30.000-04:00,S21,M2,56.83,168.83,83.4,39,ALERT
2025-06-16T11:11:50.000-04:00,S70,M2,90.96,127.46,75.26,95,ALERT
2025-06-16T11:14:50.000-04:00,S34,M5,76.53,195.49,82.8,100,ALERT
2025-06-16T11:26:00.000-04:00,S76,M16,79.11,171.42,85.68,61,ALERT
2025-06-16T11:28:00.000-04:00,S44,M10,96.28,149.54,85.15,33,ALERT
2025-06-16T11:28:50.000-04:00,S45,M19,85.55,116.42,46.4,31,ALERT
2025-06-16T11:30:10.000-04:00,S21,M11,73.12,157.73,81.75,43,ALERT
2025-06-16T11:31:00.000-04:00,S53,M16,87.2,111.59,66.38,95,ALERT
2025-06-16T11:31:40.000-04:00,S53,M14,69.99,211.84,52.73,69,ALERT
2025-06-16T11:33:00.000-04:00,S60,M14,76.78,133.96,83.59,70,ALERT
2025-06-16T11:38:50.000-04:00,S42,M11,85.49,165.45,78.37,85,ALERT
2025-06-16T11:39:10.000-04:00,S75,M16,77.58,209.54,44.44,81,ALERT
2025-06-16T11:42:40.000-04:00,S60,M14,100.76,150.42,49.98,71,ALERT
2025-06-16T11:42:50.000-04:00,S27,M3,88.57,173.71,62.1,72,ALERT
2025-06-16T11:46:40.000-04:00,S11,M7,91.37,164.72,40.24,36,ALERT
2025-06-16T11:47:20.000-04:00,S67,M3,86.31,158.6,41.41,52,ALERT
2025-06-16T11:48:00.000-04:00,S75,M4,73.85,132.13,83.96,62,ALERT
2025-06-16T11:50:30.000-04:00,S9,M9,86.75,146.89,48.23,85,ALERT
2025-06-16T11:53:50.000-04:00,S75,M12,91.36,152.27,66.89,47,ALERT
2025-06-16T11:57:00.000-04:00,S24,M2,88.48,135.34,51.96,86,ALERT
2025-06-16T11:57:40.000-04:00,S11,M11,72.32,124.71,100.7,50,ALERT
2025-06-16T12:02:10.000-04:00,S19,M11,92.51,137.58,68.15,91,ALERT
2025-06-16T12:02:40.000-04:00,S47,M2,92.46,130.65,54.37,36,ALERT
2025-06-16T12:05:00.000-04:00,S41,M5,64.11,134.7,86.5,68,ALERT
2025-06-16T12:06:20.000-04:00,S1,M3,92.88,129.17,29.99,46,ALERT
2025-06-16T12:10:50.000-04:00,S14,M18,66.08,129.04,88.69,67,ALERT
2025-06-16T12:12:40.000-04:00,S11,M3,75.15,156.75,82.13,75,ALERT
2025-06-16T12:18:40.000-04:00,S23,M9,95.64,101.9,43.07,34,ALERT
2025-06-16T12:21:40.000-04:00,S73,M0,89.44,179.09,58.73,50,ALERT
2025-06-16T12:22:30.000-04:00,S78,M2,94.15,162.54,54.0,50,ALERT
2025-06-16T12:22:40.000-04:00,S76,M1,85.05,142.33,74.1,44,ALERT
2025-06-16T12:25:50.000-04:00,S98,M9,87.01,155.22,30.21,68,ALERT
2025-06-16T12:28:20.000-04:00,S17,M2,89.0,110.19,48.46,35,ALERT
2025-06-16T12:30:00.000-04:00,S89,M1,86.33,139.04,47.24,80,ALERT
2025-06-16T12:33:10.000-04:00,S28,M5,85.78,147.0,27.21,68,ALERT
2025-06-16T12:33:20.000-04:00,S73,M12,86.41,124.42,49.05,51,ALERT
2025-06-16T12:34:50.000-04:00,S44,M1,88.77,161.12,52.59,84,ALERT
2025-06-16T12:35:10.000-04:00,S43,M17,85.56,141.41,28.42,79,ALERT
2025-06-16T12:37:20.000-04:00,S33,M17,87.19,151.99,67.41,83,ALERT
2025-06-16T12:38:10.000-04:00,S32,M14,88.86,120.7,40.6,92,ALERT
2025-06-16T12:38:40.000-04:00,S21,M6,89.24,143.52,68.01,89,ALERT
2025-06-16T12:39:10.000-04:00,S47,M18,97.01,151.67,48.27,64,ALERT
2025-06-16T12:39:30.000-04:00,S87,M8,85.86,140.19,83.78,39,ALERT
2025-06-16T12:39:40.000-04:00,S38,M5,87.88,126.1,52.11,56,ALERT
2025-06-16T12:42:10.000-04:00,S63,M10,68.97,157.68,85.65,56,ALERT
2025-06-16T12:43:30.000-04:00,S63,M12,72.08,153.51,82.61,58,ALERT
2025-06-16T12:46:40.000-04:00,S53,M19,86.3,161.31,62.94,48,ALERT
2025-06-16T12:49:50.000-04:00,S6,M19,82.27,164.79,84.19,67,ALERT
2025-06-16T12:52:30.000-04:00,S61,M10,76.97,115.27,80.07,39,ALERT
2025-06-16T12:53:20.000-04:00,S6,M2,88.77,137.24,77.82,67,ALERT
2025-06-16T12:53:30.000-04:00,S65,M4,85.77,124.56,25.96,79,ALERT
2025-06-16T12:53:50.000-04:00,S66,M8,88.25,135.4,45.3,59,ALERT
2025-06-16T12:55:20.000-04:00,S23,M16,85.62,122.61,47.73,95,ALERT
2025-06-16T12:57:00.000-04:00,S7,M0,89.29,150.58,45.86,48,ALERT
2025-06-16T12:57:20.000-04:00,S18,M9,87.04,135.21,37.43,95,ALERT
2025-06-16T12:58:50.000-04:00,S57,M16,82.74,154.14,85.19,76,ALERT
2025-06-16T13:01:00.000-04:00,S50,M14,85.7,141.91,59.92,93,ALERT
2025-06-16T13:02:50.000-04:00,S6,M6,90.89,166.7,64.25,38,ALERT
2025-06-16T13:03:10.000-04:00,S9,M9,87.49,133.7,72.13,61,ALERT
2025-06-16T13:03:20.000-04:00,S35,M2,59.76,167.04,85.68,81,ALERT
2025-06-16T13:03:30.000-04:00,S18,M8,73.12,176.54,85.6,32,ALERT
2025-06-16T13:04:20.000-04:00,S92,M15,85.05,150.22,52.32,42,ALERT
2025-06-16T13:05:00.000-04:00,S84,M11,97.29,166.85,62.39,63,ALERT
2025-06-16T13:05:10.000-04:00,S55,M12,69.93,179.85,80.87,31,ALERT
2025-06-16T13:07:50.000-04:00,S49,M12,62.29,171.63,85.83,82,ALERT
2025-06-16T13:08:00.000-04:00,S99,M9,90.94,179.25,60.82,93,ALERT
2025-06-16T13:08:50.000-04:00,S15,M7,95.63,140.07,43.28,31,ALERT
2025-06-16T13:09:50.000-04:00,S34,M5,92.88,140.1,44.09,73,ALERT
2025-06-16T13:10:20.000-04:00,S27,M12,93.06,129.18,75.12,72,ALERT
2025-06-16T13:12:30.000-04:00,S93,M15,68.94,179.4,80.87,30,ALERT
2025-06-16T13:14:00.000-04:00,S68,M11,88.03,156.71,53.81,50,ALERT
2025-06-16T13:14:20.000-04:00,S54,M13,85.08,140.86,31.6,37,ALERT
2025-06-16T13:16:10.000-04:00,S94,M7,59.81,137.24,80.5,42,ALERT
2025-06-16T13:17:00.000-04:00,S16,M13,95.84,162.31,56.98,100,ALERT
2025-06-16T13:18:20.000-04:00,S86,M1,100.11,168.09,50.25,87,ALERT
2025-06-16T13:20:30.000-04:00,S75,M9,86.78,134.49,11.7,54,ALERT
2025-06-16T13:21:40.000-04:00,S16,M14,88.62,176.56,33.19,66,ALERT
2025-06-16T13:22:00.000-04:00,S4,M3,91.19,169.76,63.98,38,ALERT
2025-06-16T13:23:00.000-04:00,S64,M16,85.85,136.51,65.92,32,ALERT
2025-06-16T13:25:10.000-04:00,S85,M3,93.38,152.0,65.97,90,ALERT
2025-06-16T13:29:50.000-04:00,S30,M10,89.09,146.06,72.53,73,ALERT
2025-06-16T13:31:40.000-04:00,S44,M0,64.16,137.98,80.58,93,ALERT
2025-06-16T13:32:10.000-04:00,S56,M18,89.64,111.13,54.88,46,ALERT
2025-06-16T13:33:30.000-04:00,S8,M4,85.29,143.24,43.78,49,ALERT
2025-06-16T13:34:30.000-04:00,S41,M9,66.2,186.08,92.13,59,ALERT
2025-06-16T13:38:30.000-04:00,S36,M6,88.27,139.98,68.42,31,ALERT
2025-06-16T13:39:30.000-04:00,S56,M9,83.43,115.97,82.22,95,ALERT
2025-06-16T13:42:30.000-04:00,S40,M18,85.18,179.54,54.58,78,ALERT
2025-06-16T13:43:30.000-04:00,S1,M19,91.46,169.12,49.97,71,ALERT
2025-06-16T13:47:00.000-04:00,S29,M1,85.33,172.68,38.89,64,ALERT
2025-06-16T13:53:00.000-04:00,S4,M13,99.47,169.55,57.04,57,ALERT
2025-06-16T13:53:10.000-04:00,S29,M18,91.95,177.18,33.31,72,ALERT
2025-06-16T13:53:40.000-04:00,S68,M13,64.61,158.74,86.13,69,ALERT
2025-06-16T13:54:10.000-04:00,S18,M19,68.57,177.77,87.16,100,ALERT
2025-06-16T13:54:40.000-04:00,S98,M5,78.91,178.26,83.58,66,ALERT
2025-06-16T13:57:50.000-04:00,S88,M14,99.04,158.23,64.4,83,ALERT
2025-06-16T14:00:40.000-04:00,S29,M2,91.78,152.95,53.2,44,ALERT
2025-06-16T14:02:30.000-04:00,S73,M9,85.33,147.02,42.71,84,ALERT
2025-06-16T14:06:10.000-04:00,S3,M11,63.6,158.2,80.09,62,ALERT
2025-06-16T14:12:40.000-04:00,S44,M3,88.36,150.36,47.9,35,ALERT
